,WT_R1,WT_R2,WT_R3,WT_R4,A3_R1,A3_R2,A4_R1,A4_R2,DRelA_R1,DRelA_R2
PP_2988,2.257306709,3.30601514,2.596024784,2.283874659,2.870392539,3.091742578,2.787869285,3.13110721,2.308995193,2.353969307
PP_2989,4.045601838,3.806738029,4.439961871,4.670763311,3.860770925,4.18175656,3.244034105,3.030068008,3.257094791,3.002206422
PP_2990,6.136520561,6.245621878,6.260195839,6.357415162,5.213686256,5.376446768,4.50118324,4.196784637,4.200571748,4.547205186
PP_2991,4.060097471,4.225060719,4.029729891,3.821291602,2.885400766,2.901519134,2.229877246,2.882377918,3.560018333,3.438554702
PP_2992,3.345450036,3.53036074,2.718901191,2.559194791,2.901621093,2.746279186,2.157419096,2.494334253,1.547859172,1.989737962
PP_2994,6.370131711,6.313774782,5.70164527,5.77958443,5.851593855,6.032077885,4.779321854,4.938170283,4.087791701,4.76270012
PP_2995,4.312362923,4.112459553,4.098610185,3.79433027,2.684278282,3.555038954,3.345573002,2.331790745,2.614549159,2.330826733
PP_2996,5.219519411,5.362901621,5.256434993,5.883761194,3.578887554,3.60921192,2.270676443,2.643416634,3.285908791,2.632357788
PP_2997,2.889073329,2.662176827,3.143965848,3.248203099,4.776580879,4.711394076,3.758332658,4.390501455,2.977352288,3.618691381
PP_2998,2.074132804,1.240244821,1.799500135,1.822465212,1.18974078,1.678776625,1.347805492,1.255537353,2.092146633,2.124652171
PP_2999,0.486396755,0.547698172,1.04977812,0.629615421,2.823525741,3.226066875,2.527552598,2.101645884,0,0.997646813
PP_3000,0,0.489706258,0,0.564532414,2.01449865,1.90421129,2.073422089,1.546425981,0,1.207037465
PP_3001,1.62266684,1.230871522,0.604414989,2.127574183,2.532424014,2.433508742,2.494316544,2.580091404,2.004330507,1.196839992
PP_3002,1.563554702,1.486435057,1.499368972,1.648570972,1.640660052,2.294779756,1.171103211,1.878298698,0.811845005,1.147656507
PP_3003,0.44924186,0,0.981951778,1.996846646,1.128886803,1.18213096,1.416949965,0.999887719,1.269691748,0
PP_3004,5.230113429,5.452456837,5.684019309,5.970087312,5.642502447,6.147951435,4.122638638,4.232240717,5.250685508,5.798246158
PP_3005,4.045526722,3.949559536,3.877856336,4.387138983,4.287581167,3.950795937,2.729471731,2.917599491,2.17783496,2.46912618
PP_3006,4.672079232,4.332113746,4.116451875,4.704292855,4.148667259,4.392762172,2.662776506,2.319123054,1.931980557,2.419380555
PP_3007,2.213513046,2.469614375,1.146557735,2.472743794,0.728265573,0,0.352995371,0.871637484,1.740734731,1.091204557
PP_3008,5.875617512,5.789826205,6.215726045,6.509683772,4.98413038,5.548002476,4.605331076,3.717030133,4.093922772,3.589352721
PP_3010,6.41823737,6.552277325,6.465197301,6.862273649,5.386775088,6.047133114,4.941346604,4.627959079,4.21565078,4.145851648
PP_3011,5.678099817,5.458691534,5.983131949,5.593608567,4.232760354,3.933176767,3.764759134,3.578080668,4.693870686,5.309421937
PP_3012,0,1.275468492,0,1.424140725,0,0,0,0,0,0
PP_3013,2.601981068,2.920365436,3.68304931,2.98559262,1.246704573,1.071125472,1.110523877,0,2.224276595,2.053719037
PP_3014,6.503663954,5.760491275,5.305221626,5.664300223,2.12691113,2.762878092,2.741363751,2.393847301,4.112860525,4.222707575
PP_3015,0,0.926742393,0,0,0,0,0,0,0,0
PP_3016,2.09259738,1.68346458,2.115164747,1.503228084,1.522071633,1.322667572,0.233423588,0.33666425,0.455167506,1.282405028
PP_3017,4.379029686,3.974270715,5.267586624,4.997944727,3.988886732,4.118543959,3.198390686,3.576470557,4.091033911,4.906355047
PP_3018,3.350771189,2.655074453,3.910306678,4.656394889,1.943831784,2.320743994,3.037732858,1.484860092,3.305370051,2.748247083
PP_3019,6.948238562,6.833543726,6.902760979,7.008891616,6.019657854,6.218693662,5.931574961,5.9260174,5.727082333,6.301334615
PP_3020,6.031557681,5.947666577,5.860893267,6.736975758,5.055368737,4.726907856,3.361586872,3.56896046,3.251105586,3.442470112
PP_3021,0,1.48492809,1.918298433,1.646975059,1.089370186,1.490007159,1.131122877,1.475800102,2.006087719,2.188966534
PP_3022,3.545794315,3.462150491,3.463244261,3.347017938,3.575567447,3.408405747,3.610080527,3.145307399,2.977196977,3.532270504
PP_3024,9.447765922,9.746220397,9.364587385,9.204988987,9.290681405,9.51836564,8.642261402,8.466168348,7.803152357,8.040276407
PP_3025,6.825510076,6.68443451,6.907675732,6.260238586,6.882626326,7.287109714,5.077708986,4.816015967,4.316349346,4.168822684
PP_3026,7.045494706,7.210669279,6.469504619,6.543487232,7.104761624,7.39177837,7.510523105,7.359457524,5.383351063,5.73655489
PP_3027,0.789925034,0,0,0,1.366775837,2.05851789,0,0,1.267771517,0
PP_3028,0.592178038,0.664023742,1.235542051,0,0,0.911924948,0,0.76086997,1.978392183,0
PP_3029,1.365476074,1.270372644,1.117024193,1.352702707,1.943248541,1.842538922,1.927188467,1.602950995,1.234685269,1.763507416
PP_3030,1.259772195,1.248929906,0.846130711,0.860471088,2.08281428,2.212113885,1.900140419,1.999607546,1.107217618,2.310979319
PP_3031,0,0,1.227715149,0,0.627103074,2.167696851,1.910039036,1.248511368,0,1.523434956
PP_3032,0,0,0,0,0,0,1.325740726,0,0,0
PP_3033,7.936380256,8.092151348,7.704720511,7.858620677,8.235775637,8.609339751,8.155248658,7.993774655,6.59243581,6.78921612
PP_3034,3.496757763,4.029774261,3.305208007,3.987869329,1.856638839,1.859186341,1.684142328,1.409443036,1.738825891,3.213320274
PP_3035,0,1.039441806,0,0,1.577705709,0,0,0,2.182643434,1.097025471
PP_3036,0.915374541,0,0,0,0,0,0,0,0,0
PP_3037,1.297466859,0,1.558678571,0,0.839530649,2.05851789,1.222264509,1.582625346,1.931980557,0
PP_3038,4.461126928,4.515815815,3.999859542,4.411645253,4.766869723,4.801541895,4.26038343,4.5127025,3.295959606,3.459884418
PP_3039,3.873660463,4.229563081,3.673620328,3.563499477,3.11009838,3.596568866,3.520367566,2.005270838,4.17140633,4.826954132
PP_3040,2.225353544,1.866370345,1.787936704,2.862171452,0,1.923603188,1.176673431,1.174843488,1.472484927,1.099225125
PP_3041,2.863744074,2.464561506,2.719566379,2.300814586,3.371555863,3.048066233,2.700913944,2.499335926,1.818195813,1.973356762
PP_3042,2.27975766,2.467649642,2.319321656,2.114064735,3.072849299,3.136067433,2.430082815,2.348261021,1.497621402,2.237866811
PP_3043,0,0,1.02080403,0,0,0,0,0,1.315634629,0
PP_3044,1.701674091,1.941687898,1.364512528,1.862001319,3.24501472,3.300258966,2.762834547,2.954716505,2.038339438,2.86138583
PP_3045,2.237833799,2.844608924,1.836805582,2.88505885,3.51549604,3.526211926,3.096342168,2.773967519,3.077979854,2.732653416
PP_3046,1.504939353,2.387865844,3.350430093,3.091751751,2.69471245,3.741151116,2.692065729,2.735430634,3.303776752,3.074774897
PP_3047,1.770993029,1.769066434,1.749126525,2.430390002,3.982534738,4.173445142,3.252618457,3.387559299,2.241236935,2.92567322
PP_3048,1.581233657,0.654072964,0,0,4.628369519,4.631745488,4.120598403,4.117504057,1.958190935,2.237123341
PP_3049,0.78625605,1.919010562,1.194976713,0.411003082,4.290683791,3.695631359,3.329815322,3.613261527,2.092645494,2.379377639
PP_3050,2.109714201,2.268733264,2.439805659,2.23343893,5.268443496,5.244731675,4.836158691,4.754319676,2.343544512,2.356667537
PP_3051,2.829252182,2.891751826,3.015692548,2.765034498,3.57616801,3.891061025,3.485052341,2.689368605,2.731378199,2.403432595
PP_3052,0,0,0,1.386927005,0,1.835861324,1.058138363,0.855859794,1.099590973,0
PP_3053,0,1.088293199,0,1.223124915,4.807642304,3.538076139,2.565094104,2.506836016,1.530389155,2.216178996
PP_3054,1.099776022,1.861243441,0.284473468,1.690965526,4.065324254,3.752941637,3.316133154,3.376640801,3.512057687,2.740724595
PP_3055,0.989222113,1.708871283,1.506225397,1.984618936,3.220549469,2.874042065,2.460429519,1.886019592,2.264571639,2.146847837
PP_3056,2.27117741,2.489932332,1.558678571,2.517378525,3.869705707,4.059150023,3.437202122,3.282255166,1.637767922,2.525359895
PP_3057,1.92972772,2.387275908,2.489406033,2.358804969,4.1197863,3.638155142,3.593050735,3.259649978,3.1588636,3.649904812
PP_3058,1.914980142,2.42978631,2.901517815,3.449791274,3.322361277,2.381742727,3.302803661,3.019724018,2.942941236,3.264708851
PP_3059,0.754069728,0.560130256,1.758013148,1.208933581,3.374089643,3.430099398,2.327009367,2.461940239,2.529405483,2.999578691
PP_3060,0.702832276,1.290305006,0.504741849,1.192129935,3.083646219,3.843597188,1.952238075,2.149215248,2.548215747,1.5609929
PP_3061,0.621221116,1.163242125,0.780950629,0.794464032,1.114804947,0.952186365,1.308175026,2.621814581,0,2.11927868
PP_3062,1.960793671,1.891564305,1.598616139,1.651271851,4.447204998,4.299646127,3.516739441,3.679042833,2.760475094,2.697099303
PP_3063,1.941181378,1.854703502,2.099356709,2.285678244,3.411108904,2.921785079,2.41368416,2.744249658,2.101374199,2.452015221
PP_3064,0,0,0,0,1.80943186,0,0,0,0,1.544390698
PP_3065,0.20598104,0.436688544,0.691065516,0,3.026226738,2.806931081,2.381248216,2.192275487,1.753257454,1.53984728
PP_3066,3.479025983,3.546946467,3.250240756,3.594736029,2.345669523,3.402061967,2.315474338,0.482191646,1.422398124,2.758677697
PP_3067,8.117594129,8.373104133,7.95814606,7.871812785,8.187862684,8.484176279,7.645806949,7.451161847,5.891496476,6.020226813
PP_3069,1.35200017,1.358749722,0.829508388,1.160922812,1.496515518,1.51305839,1.725533521,1.602261922,1.087121538,1.243090323
PP_3070,5.135848403,5.492112593,4.641210226,4.991606441,3.618973399,3.531014195,2.770491724,2.524508206,5.965785118,5.854339502
PP_3071,6.634115727,6.5763688,6.252748231,6.874980309,6.508450158,6.4293202,6.047488589,6.083811879,5.499062412,5.637082934
PP_3072,7.316291272,7.113424421,7.671841271,8.09567382,7.223102301,7.158778907,6.984221046,7.0033696,6.530443714,6.775901449
PP_3073,3.371332735,3.823619388,4.2704506,4.68169595,3.812366561,4.343772095,3.104022941,3.019177798,2.726173788,3.170711912
PP_3074,0.298964129,0.61387857,0.206212634,0.557135169,0.699030301,1.07031112,0,0,0,0.778658677
PP_3075,4.157589379,4.094499936,4.488553898,4.916072961,5.04648766,4.872824054,3.234425113,3.715186541,3.157045071,4.001491139
PP_3076,3.847092415,3.938601051,4.031113582,4.185810515,2.903665538,2.69441466,1.36991921,1.842787237,3.34024835,3.37844462
PP_3077,2.619214754,2.467382022,2.975539821,3.242660201,2.20311974,2.054374746,0.977025757,0.69699954,2.347909401,2.193210474
PP_3078,4.746477843,5.080019569,4.615379849,4.847138738,5.18810479,4.872342642,3.443284281,3.460314329,3.871966511,4.189768484
PP_3079,8.818671482,9.066560145,8.589528498,8.652393529,6.058924829,6.187007181,6.620837928,6.702396954,8.238312738,8.741037444
PP_3080,5.862460663,5.422056199,5.280031324,4.672476418,6.750784407,6.693012541,7.203279528,7.139338001,6.289384505,6.419161309
PP_3081,5.024075738,5.097217169,5.202534358,5.908452656,4.086405924,4.654525599,3.393742811,3.884989203,3.506874887,4.001231506
PP_3082,1.465238029,1.532555724,1.526225554,1.833305325,0.918408886,0.860548231,1.260378768,1.192386746,2.737400708,2.023130606
PP_3083,4.140871167,4.435581672,3.825718745,4.106111189,3.309160921,3.374401011,3.548620843,3.834209971,3.132560711,3.937375495
PP_3084,2.314755273,2.728754025,2.271079902,2.723055978,2.807107796,2.723147377,3.05818074,2.820499683,1.865134148,2.056275658
PP_3085,1.111664077,1.443094129,1.350173087,1.706331146,2.141626113,2.289553983,3.336126012,3.123746029,2.177399068,3.143024511
PP_3086,3.700070784,4.056072714,3.677802092,3.447455059,1.609458656,1.403325169,3.272034164,3.133620814,3.849377566,5.017627994
PP_3087,5.006541253,4.749174819,4.938601164,4.648261162,5.372264489,5.174950994,6.581255292,6.623776833,5.45309333,5.529996533
PP_3088,4.043673591,4.41887369,3.905031491,3.569561556,5.410859904,5.396850435,8.967012132,9.006839248,4.2657788,5.095676194
PP_3089,10.07642766,9.996144837,10.10010152,10.17950597,8.76978633,8.969534822,11.54954202,11.53460092,9.51359064,9.399311249
PP_3090,3.292663619,3.542448589,3.284427872,3.248232639,4.069475126,4.206292082,7.470539291,7.57227538,3.465650781,4.043344274
PP_3091,3.366659313,3.655515913,3.280837509,3.275814172,4.623200531,4.342791378,8.070252347,8.140185134,4.117853285,4.575464481
PP_3092,2.858824733,3.284850173,2.860027121,3.253228336,3.087266846,3.065513796,6.593713106,6.713219134,3.969674558,4.164807056
PP_3093,3.794709566,4.10469056,3.46280784,3.112355021,4.964257983,4.979551009,8.532051797,8.543152895,4.515845044,5.070695116
PP_3094,2.554176878,3.418761044,2.361470597,2.387395325,5.102036753,4.679484358,8.158765459,8.335049259,3.83412465,4.50792594
PP_3095,3.783132112,3.966543041,3.54969728,3.304106221,5.152402715,5.129406705,8.637290551,8.651631465,4.592782288,4.855995612
PP_3096,3.134132652,3.071882957,2.630247988,2.832857936,3.644231703,3.68073876,6.708098688,6.777541882,3.582491826,4.022247172
PP_3097,3.837071922,4.23584611,3.328505458,3.455500533,5.214448832,5.20073102,8.459083923,8.596835073,4.430938927,4.715569397
PP_3098,2.315067587,1.717946097,2.182021333,2.058436037,4.646328894,4.670234815,7.988633821,8.051788482,3.117598386,3.647606257
PP_3099,4.982025329,5.251245524,4.425822514,4.557991394,6.408617614,6.531362349,10.28918415,10.26677859,5.391713719,5.84126218
PP_3100,4.80534716,5.358014192,4.772833636,5.021595462,6.269699,6.130092794,10.05128377,9.908423239,5.654953018,5.832117358
PP_3102,3.620786712,3.364153865,3.153949564,3.06079605,2.168953843,1.264358593,1.982788081,2.4379668,2.04199748,3.629030909
PP_3103,3.726109588,4.422632066,3.344689161,3.429267586,3.896720835,3.789440322,3.685707619,3.834916185,3.036182489,2.793705037
PP_3104,7.649089115,7.815745452,7.691095296,7.634098018,8.095508091,8.014614916,8.088606178,8.224976162,6.82932389,6.950603209
PP_3105,8.034295391,8.29928857,8.201005059,7.960369261,7.857954939,7.959980401,7.867181419,7.949709782,6.504077342,6.950675428
PP_3106,8.499409602,8.665298449,8.241242279,8.053561132,8.608578944,8.493690399,8.853242311,8.903969761,7.281094196,7.749947471
PP_3107,7.292569232,7.595966622,7.212696979,7.228589129,8.250440651,8.213745796,9.06226733,9.054822344,6.997036328,7.09882253
PP_3108,8.164566779,8.530868092,7.947476578,7.951523397,8.582089612,8.614454634,8.815115919,8.820902756,7.019759782,7.247329777
PP_3109,5.446065998,5.882941593,5.34148481,4.969342088,8.138429114,8.243428672,7.196015855,7.204370686,4.956229987,5.498163633
PP_3110,4.64279109,5.185334208,5.000276145,4.731610908,3.311448974,3.242034431,2.146088068,2.027374849,4.199154406,4.073482926
PP_3116,6.251586002,6.104850266,6.37081181,6.233988241,5.783927076,5.784395999,4.956520516,4.861104008,6.352875163,6.474261449
PP_3117,3.168809973,3.432856561,4.158809783,4.420095704,4.612091365,4.823733083,3.594645283,3.883691149,4.081936007,4.570169493
PP_3118,3.524005853,3.221031923,3.951444606,3.785820434,4.301128467,3.964877062,3.3492325,3.485494418,3.964798757,4.577907
PP_3119,3.917415944,3.888440671,4.263822734,4.389606398,5.00543402,4.652453112,3.928359397,4.303243827,3.914028357,4.054085294
PP_3120,4.205232113,3.789707916,4.11024464,4.163798292,4.263825447,3.876884611,3.625204715,3.131944466,2.338982469,3.415075195
PP_3121,4.754496424,4.657242687,4.363669495,4.08116394,5.582419198,5.499125031,4.756516656,4.837159131,3.253594664,3.934162322
PP_3122,2.594645983,2.455646004,1.907649162,2.248505373,3.312122777,3.993081534,2.688577372,1.93421589,1.869825884,1.944045006
PP_3123,3.521118438,3.359394947,2.777211411,2.582371175,3.156829358,3.366522203,2.259625764,2.000653514,2.388607844,2.304069432
PP_3124,2.604630627,2.438934123,2.341933995,2.530558102,2.366981109,1.942820276,1.407257978,1.257602452,1.939458391,2.260152579
PP_3125,6.262398553,6.323890881,5.348355261,5.757716132,2.754216605,3.240208883,2.67611398,3.046445169,4.908707301,5.086630187
PP_3126,7.997063902,8.062383769,7.611130163,8.480932982,6.115920562,6.507003034,5.389700411,5.439665371,5.537153609,5.660197343
PP_3127,7.333356421,7.189844285,7.158935364,8.130626975,6.976838888,6.981362073,5.51285063,5.668987038,4.343994175,4.979542837
PP_3128,8.930986906,8.854806658,8.504316578,9.240228068,7.562890042,7.908499567,6.473156238,6.626173467,5.907706582,6.712434139
PP_3129,6.66540543,6.367346733,6.584327376,6.994561733,6.71416621,6.641122039,4.541781253,4.784178208,4.337596922,4.977754292
PP_3130,6.112636716,6.029127831,5.692654363,6.582384085,4.843181208,4.896581839,4.195219702,4.15625115,4.129958681,4.500273928
PP_3131,5.924133075,5.871292532,6.200878128,6.580106849,4.833263326,4.811120571,3.700039397,3.886396939,4.944762559,4.948419601
PP_3132,6.484910327,6.181397761,6.039398733,6.104720836,5.319990633,5.14431337,3.848864216,4.295274256,3.922261545,4.824851672
PP_3133,7.781641627,7.707199994,7.443531873,7.949208583,7.354733002,7.294479902,6.154316909,6.208594224,5.330721471,5.841852792
PP_3134,8.875610179,8.879886166,8.824464758,9.485056099,7.876431284,8.090519565,5.954521249,5.95617708,6.032009717,6.647386927
PP_3135,8.049859479,8.01338157,8.033212563,8.721252036,8.165345889,7.97530858,6.001488501,6.080326488,5.501256516,6.135313834
PP_3136,6.391155836,6.455032072,6.37848993,7.244344553,6.344074879,6.325092163,4.416280487,5.013134249,4.78127439,5.133768537
PP_3137,6.496336728,6.102865051,6.336305907,7.08300606,7.294088438,7.235263094,5.634639277,6.014919134,4.297664776,5.006948853
PP_3138,6.887090728,6.956464944,6.641042549,7.445063453,6.207537787,6.268662688,4.500699052,4.721476085,4.64887892,5.184987442
PP_3139,7.539307744,7.628042312,7.396304897,8.005308848,7.475739891,7.457800241,5.899810859,5.850230972,4.563069728,5.244980086
PP_3140,7.026284236,7.030224268,7.392810214,7.919659817,7.45581529,7.379604483,5.280343279,5.25871476,4.798655946,5.521457815
PP_3141,6.28142175,6.261022398,6.38065944,6.878813209,6.795801843,6.81948564,4.915195414,5.563156018,4.017857203,4.935996526
PP_3142,6.633390046,6.504926781,6.41842472,7.03977833,6.058859496,6.151437931,4.128328287,4.363654816,3.900193115,4.60851549
PP_3143,3.348206169,3.672639923,3.487242837,3.456789881,3.243720596,3.406102474,3.133463728,3.193078396,3.949738707,4.338937529
PP_3144,4.801397402,4.891591918,4.800733341,5.05491349,3.953692158,3.959328977,2.842423782,2.171145547,2.821477221,3.041460252
PP_3145,9.756958116,9.559166928,9.599960314,10.21187298,8.307020485,8.696254559,7.21119191,7.318913914,5.405943573,5.868055462
PP_3146,2.714649751,2.743351625,3.0748982,2.559143479,6.077967316,5.961623837,6.227737362,6.291477102,3.74611054,4.493001188
PP_3147,2.620517875,2.861886853,2.610132092,1.852106286,7.602008559,7.351265006,7.792940448,7.785728263,4.423555429,4.713616942
PP_3148,3.609137752,3.64890141,3.427312527,3.098213851,7.210619347,6.948243181,8.40023772,8.47646122,5.154518965,5.836427616
PP_3149,6.626628228,6.453498404,6.163268788,6.186719452,7.044909476,6.921266555,5.792228427,6.070276358,4.767065719,5.41070591
PP_3150,4.908942035,5.043046774,5.072868016,4.85393267,5.605844393,5.704412227,5.508704086,5.683488891,5.295414441,5.475072667
PP_3151,2.809965433,2.911713198,2.932774376,2.705493244,4.478178584,4.813216446,4.475811784,4.709216988,3.578019317,3.540489921
