	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX2012755	12196161	2561470	3923364	1472889	0	0	0	0	0	0	0	0	0	4054753	181703	1982	21.00226457	12196161	10723272	87.92	1472889	12.08	SRX2012755_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12196161	0	20-100	54	20.01508461	81.5346047	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12234095	9039406	12234095	1223409500	5788444	999527257	18.29986141	0.0506	0.4629	0.4865	0	0
SRX2012756	9637523	4143943	2570033	314874	0	0	0	0	0	0	0	0	0	2384314	220395	3964	42.99800893	9637523	9322649	96.73	314874	3.27	SRX2012756_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9637523	0	20-100	56	19.78506446	81.2175475	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	9953778	7509130	9953778	995377800	15655538	786812916	20.95333892	0.0425	0.4743	0.4833	0	0
SRX2012757	9929287	2518525	3316373	228697	0	0	0	0	0	0	0	0	0	3708657	154852	2183	25.36461077	9929287	9700590	97.7	228697	2.3	SRX2012757_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9929287	0	20-100	56	16.02744888	78.62429296	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	10002463	7779780	10002463	1000246300	6462018	785015316	21.51779857	0.0697	0.4488	0.4815	0	0
SRX2012758	3598402	667336	796705	957542	0	0	0	0	0	0	0	0	0	1129769	46091	959	18.54534318	3598402	2640860	73.39	957542	26.61	SRX2012758_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3598402	0	20-100	50	16.79934848	71.72257685	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	6463630	6126512	6463630	646363000	91010824	259761822	59.81177419	0.0547	0.5173	0.428	0	0
SRX2012759	11973787	3694695	3226103	127151	0	0	0	0	0	0	0	0	0	4679849	242543	3446	30.85652852	11973787	11846636	98.94	127151	1.06	SRX2012759_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11973787	0	20-100	54	14.54595116	77.9313011	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12020498	9844001	12020498	1202049800	4987264	938527654	21.92273115	0.0489	0.5138	0.4373	0	0
SRX2012760	7306405	1549580	2837931	454621	0	0	0	0	0	0	0	0	0	2369528	92868	1877	21.20851499	7306405	6851784	93.78	454621	6.22	SRX2012760_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7306405	0	20-100	53	19.07330894	70.82833979	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	7448644	6749414	7448644	744864400	9463193	521035919	30.04956083	0.0483	0.426	0.5257	0	0
SRX2012761	9115063	2630680	3027700	85346	0	0	0	0	0	0	0	0	0	3200150	168761	2426	28.86079888	9115063	9029717	99.06	85346	0.94	SRX2012761_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9115063	0	20-100	54	15.52762377	77.31290261	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	9155103	7616191	9155103	915510300	3978715	708885085	22.56940364	0.0458	0.4786	0.4756	0	0
SRX2012762	6381731	697856	2151870	2414116	0	0	0	0	0	0	0	0	0	1070742	46471	676	10.93521491	6381731	3967615	62.17	2414116	37.83	SRX2012762_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6381731	0	20-100	51	14.66684812	77.72113961	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	6398932	5568057	6398932	639893200	60068416	498962243	22.02413731	0.0507	0.3592	0.5902	0	0
SRX2012763	10403232	1911974	3692986	920019	0	0	0	0	0	0	0	0	0	3720220	156004	2029	18.37865386	10403232	9483213	91.16	920019	8.84	SRX2012763_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10403232	0	20-100	53	20.32463838	81.27828909	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	10416272	7923256	10416272	1041627200	6437392	850083681	18.38887454	0.0615	0.4541	0.4844	0	0
SRX2012764	9444243	2518233	2868605	147054	0	0	0	0	0	0	0	0	0	3751799	155750	2802	26.66421226	9444243	9297189	98.44	147054	1.56	SRX2012764_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9444243	0	20-100	56	16.67187951	79.74847428	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	9498177	7285808	9498177	949817700	4478478	757229649	20.27631734	0.069	0.4755	0.4555	0	0
SRX2012765	7759839	1263857	2200454	2168200	0	0	0	0	0	0	0	0	0	2032556	93083	1689	16.28715493	7759839	5591639	72.06	2168200	27.94	SRX2012765_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7759839	0	20-100	46	35.11398409	77.48137867	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	7877310	6410965	7877310	787731000	14580416	604765345	23.22692074	0.0544	0.4446	0.5009	0	0
SRX2012766	21592997	3366597	5732378	4810440	0	0	0	0	0	0	0	0	0	7442030	237594	3958	15.59115208	21592997	16782557	77.72	4810440	22.28	SRX2012766_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21592997	0	20-100	55	11.68201267	83.07906985	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	21650546	15437788	21650546	2165054600	11084574	1802738539	16.73473089	0.0806	0.4525	0.4669	0	0
SRX2012767	8535595	951376	2537495	3256229	0	0	0	0	0	0	0	0	0	1725623	63810	1062	11.14598338	8535595	5279366	61.85	3256229	38.15	SRX2012767_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8535595	0	20-100	52	18.02764412	82.57779546	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	8575490	6449979	8575490	857549000	3723339	708498943	17.38093765	0.0532	0.3837	0.5632	0	0
SRX2012768	16065236	2691678	4982019	2109961	0	0	0	0	0	0	0	0	0	6088207	190107	3264	16.7546745	16065236	13955275	86.87	2109961	13.13	SRX2012768_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16065236	0	20-100	55	13.15075008	85.01038877	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	16079399	11133629	16079399	1607939900	5317973	1372099870	14.66721673	0.0699	0.4734	0.4567	0	0
SRX2020724	9357711	582219	3193025	1031391	0	0	0	0	3155756	0	0	0	0	1327567	66719	1034	6.221810013	9357711	8326320	88.98	1031391	11.02	SRX2020724_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9357711	0	18-100	53	16.56826946	59.89791115	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	9748490	2733171	9748490	602959385	9115703	589628510	2.210907622	0	0	0.1121	0.859	0.0289
SRX2020727	10809879	504167	3638573	1178771	0	0	0	0	4107869	0	0	0	0	1332991	46706	802	4.663946747	10809879	9631108	89.1	1178771	10.9	SRX2020727_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10809879	0	18-100	53	13.28658187	56.78880346	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	11287219	9176656	11287219	702771993	43121613	617951554	12.06941083	0	0	0.1135	0.8636	0.0228
SRX2021818	10005677	1487876	7068996	184511	0	0	0	0	0	0	0	0	0	1084836	177288	2170	14.87031812	10005677	9821166	98.16	184511	1.84	SRX2021818_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10005677	0	18-76	53	13.20348167	69.72424395	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	10331667	4363902	10331667	785206692	1301042	704029968	10.33826186	0.8417	0.0161	0.1422	0	0
SRX2021819	5892847	803370	4274004	97096	0	0	0	0	0	0	0	0	0	619269	97937	1171	13.63296892	5892847	5795751	98.35	97096	1.65	SRX2021819_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5892847	0	18-76	53	14.51348895	68.94644337	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	6150201	2705078	6150201	467415276	751400	410897814	12.091488	0.8441	0.0162	0.1397	0	0
SRX2021820	8483570	1809145	4781781	126716	0	0	0	0	0	0	0	0	0	1523778	239552	2598	21.32527933	8483570	8356854	98.51	126716	1.49	SRX2021820_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8483570	0	18-76	53	14.74821072	69.92076072	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	8718618	3877705	8718618	662614968	1252620	598543020	9.669559411	0.8147	0.0203	0.165	0	0
SRX2021821	6797293	1263361	4193506	105316	0	0	0	0	0	0	0	0	0	1057789	175340	1981	18.5862372	6797293	6691977	98.45	105316	1.55	SRX2021821_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6797293	0	18-76	53	15.44024179	69.64319384	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	6977273	3154654	6977273	530272748	945065	477637542	9.926062804	0.8115	0.0191	0.1694	0	0
SRX2021822	5002325	1005092	2685799	111309	0	0	0	0	0	0	0	0	0	1077544	120950	1631	20.09249699	5002325	4891016	97.77	111309	2.23	SRX2021822_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5002325	0	18-76	53	20.21928261	69.58976716	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	5217614	2537909	5217614	396538664	792603	352069194	11.2144096	0.7768	0.0268	0.1964	0	0
SRX2021823	3583231	554287	2235509	87179	0	0	0	0	0	0	0	0	0	637168	68155	933	15.46891618	3583231	3496052	97.57	87179	2.43	SRX2021823_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3583231	0	18-76	53	20.35011264	68.20973752	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	3798588	1868915	3798588	288692688	486551	247840660	14.15069716	0.8014	0.0237	0.1749	0	0
SRX3141766	17549217	9247620	14399	750062	0	0	0	0	16790	0	0	0	0	6997815	503507	19024	52.69534248	17549217	16799155	95.73	750062	4.27	SRX3141766_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17549217	0	20-151	56	13.62606236	146.7344791	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	17569753	6708205	17569753	2653032703	12656157	2574348115	2.965835585	0	0	0.3273	0.0297	0.643
SRX3141767	19036544	8215537	11105	790903	0	0	0	0	14390	0	0	0	0	9527541	460736	16332	43.15666226	19036544	18245641	95.85	790903	4.15	SRX3141767_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19036544	0	20-151	55	11.76232307	147.0613647	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	19061490	6868932	19061490	2878284990	14281376	2798675098	2.765879413	0	0	0.2821	0.0239	0.694
SRX3141769	17746544	9157011	14909	751167	0	0	0	0	18393	0	0	0	0	7228874	559911	16279	51.59884088	17746544	16995377	95.77	751167	4.23	SRX3141769_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17746544	0	20-151	56	14.56818841	145.3267055	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	17767023	7677266	17767023	2682820473	13939260	2574351544	4.043093084	0	0	0.3347	0.031	0.6343
SRX3141770	18387735	8993659	13913	862462	0	0	0	0	17643	0	0	0	0	8016607	463430	20021	48.91118455	18387735	17525273	95.31	862462	4.69	SRX3141770_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18387735	0	20-151	56	15.31761566	146.6353167	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	18409834	6977772	18409834	2779884934	14764907	2691133008	3.192647469	0	0	0.3153	0.0244	0.6603
SRX3921725	6360981	3366921	154	166873	0	0	0	0	1106	0	0	0	0	2648511	174500	2916	52.9308451	6360981	6194108	97.38	166873	2.62	SRX3921725_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6360981	0	20-150	56	17.06288308	148.4346907	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	6363953	1673916	6363953	954592950	474337	948854767	0.601113071	0	0	0.3451	0.0155	0.6394
SRX3921834	6326167	3240215	15	178795	0	0	0	0	1106	0	0	0	0	2736907	166343	2786	51.2192454	6326167	6147372	97.17	178795	2.83	SRX3921834_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6326167	0	20-150	56	15.66175705	148.8001268	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	6330072	1719448	6330072	949510800	2521863	942400978	0.748787902	0	0	0.3379	0.014	0.6482
SRX3921973	4736954	2358512	14	157028	0	0	0	0	920	0	0	0	0	2101311	116880	2289	49.78963275	4736954	4579926	96.69	157028	3.31	SRX3921973_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4736954	0	20-150	56	17.43215284	148.8540929	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	4739103	1258126	4739103	710865450	1708003	705975787	0.687846483	0	0	0.33	0.0138	0.6562
SRX3922005	6859470	3283557	6	217901	0	0	0	0	1161	0	0	0	0	3194616	159564	2665	47.86896072	6859470	6641569	96.82	217901	3.18	SRX3922005_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6859470	0	20-150	56	14.83071533	148.7119008	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	6863320	1859251	6863320	1029498000	2257045	1021639099	0.763372148	0	0	0.3159	0.0158	0.6684
SRX3922933	6253759	3143965	24	192209	0	0	0	0	1068	0	0	0	0	2762362	151829	2302	50.27320368	6253759	6061550	96.93	192209	3.07	SRX3922933_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6253759	0	20-150	56	14.80261393	148.7228384	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	6256862	1676456	6256862	938529300	472566	933212658	0.566486523	0	0	0.3362	0.0139	0.6499
SRX3923031	6084046	2993441	49	203315	0	0	0	0	1296	0	0	0	0	2742923	140170	2852	49.20148533	6084046	5880731	96.66	203315	3.34	SRX3923031_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6084046	0	20-150	56	16.14104036	148.8295434	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	6087009	1618925	6087009	913051350	1957888	906850723	0.679110436	0	0	0.3185	0.0152	0.6663
SRX4364709	5569493	3648704	53515	348662	0	0	0	0	9906	0	0	0	0	1106135	397792	4779	65.51231863	5569493	5220831	93.74	348662	6.26	SRX4364709_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5569493	0	20-125	54	20.59854316	110.3352628	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	5613914	2797009	5613914	701739250	41170523	627809103	10.53527318	0	0	0.3161	0.0181	0.6658
SRX4364710	5852858	4161910	21061	246168	0	0	0	0	10094	0	0	0	0	1033063	375828	4734	71.10902058	5852858	5606690	95.79	246168	4.21	SRX4364710_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5852858	0	20-125	55	19.11444205	112.7937416	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	5903811	2733395	5903811	737976375	46455690	662068955	10.28588754	0	0	0.3121	0.0168	0.671
SRX4364711	5524974	3824645	24385	296022	0	0	0	0	10185	0	0	0	0	1004421	360343	4973	69.22466965	5524974	5228952	94.64	296022	5.36	SRX4364711_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5524974	0	20-125	55	22.87740397	109.5671857	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	5587045	2540077	5587045	698380625	46336903	625470686	10.43985706	0	0	0.3238	0.0174	0.6588
SRX4364712	5677194	4171803	24362	262950	0	0	0	0	9116	0	0	0	0	857829	346775	4359	73.48353782	5677194	5414244	95.37	262950	4.63	SRX4364712_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5677194	0	20-125	56	22.75082558	109.7462868	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	5738980	2181190	5738980	717372500	64796183	630656021	12.08806847	0	0	0.3179	0.0154	0.6667
SRX4364713	5312957	3954779	23058	344351	0	0	0	0	9656	0	0	0	0	660515	316588	4010	74.43649553	5312957	4968606	93.52	344351	6.48	SRX4364713_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5312957	0	20-125	56	24.46572614	108.9290277	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	5366670	2137509	5366670	670833750	61902045	585298562	12.75057911	0	0	0.331	0.0172	0.6518
SRX4364714	5604596	4238303	11315	214404	0	0	0	0	9602	0	0	0	0	784043	342619	4310	75.62191815	5604596	5390192	96.17	214404	3.83	SRX4364714_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5604596	0	20-125	56	21.06571096	113.0844052	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass	5665783	2410265	5665783	708222875	49415489	635708627	10.23890227	0	0	0.3331	0.0176	0.6493
SRX4552613	57942123	1870786	51170850	610581	0	0	0	0	0	0	0	0	0	4134073	154235	1598	3.228714971	57942123	57331542	98.95	610581	1.05	SRX4552613_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	57942123	0	20-100	52	3.527496499	89.65568086	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	57982776	33938251	57982776	5798277600	19981062	5215273577	10.05477942	0.0105	0.1824	0.8071	0	0
SRX4552614	58656289	1733985	52675680	542409	0	0	0	0	0	0	0	0	0	3579325	123454	1436	2.956179175	58656289	58113880	99.08	542409	0.92	SRX4552614_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	58656289	0	20-100	52	3.495915588	89.05153328	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	58705659	34908775	58705659	5870565900	18886895	5244281127	10.66821808	0.0106	0.171	0.8184	0	0
SRX4552615	71136495	2411144	62453184	652500	0	0	0	0	0	0	0	0	0	5403767	213916	1984	3.389461345	71136495	70483995	99.08	652500	0.92	SRX4552615_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	71136495	0	20-100	52	3.082963299	91.75651809	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	71184603	37656370	71184603	7118460300	20122213	6550764201	7.974984408	0.0094	0.1907	0.8	0	0
SRX4552616	49658816	1641208	42828401	448845	0	0	0	0	0	0	0	0	0	4575381	163647	1334	3.304968044	49658816	49209971	99.1	448845	0.9	SRX4552616_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49658816	0	20-100	52	3.552959879	89.57372512	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	49695257	28834917	49695257	4969525700	14731326	4465412206	10.14409673	0.0106	0.1923	0.7971	0	0
SRX4552617	46133243	1407275	40381587	309669	0	0	0	0	0	0	0	0	0	3911336	122354	1022	3.050457563	46133243	45823574	99.33	309669	0.67	SRX4552617_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46133243	0	20-100	52	3.398338282	89.92543087	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	46156553	25988212	46156553	4615655300	12724570	4164074573	9.783675289	0.0166	0.1689	0.8146	0	0
SRX4552618	40835495	996181	36461083	293139	0	0	0	0	0	0	0	0	0	2979969	104381	742	2.439497795	40835495	40542356	99.28	293139	0.72	SRX4552618_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40835495	0	20-100	52	2.972552851	91.40249193	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	40887634	21656268	40887634	4088763400	11839043	3745648100	8.391664335	0.0076	0.1654	0.827	0	0
SRX4552619	70494835	2184482	62569769	529709	0	0	0	0	0	0	0	0	0	4968389	240533	1953	3.098783053	70494835	69965126	99.25	529709	0.75	SRX4552619_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	70494835	0	20-100	52	2.56112515	92.47483831	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	70657144	35407438	70657144	7065714400	23844055	6541157710	7.423972444	0.0069	0.1745	0.8186	0	0
SRX4552621	21984667	644567	19337603	167442	0	0	0	0	0	0	0	0	0	1792378	42140	537	2.931893396	21984667	21817225	99.24	167442	0.76	SRX4552621_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21984667	0	20-100	52	4.5416054	90.6599606	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	21996209	12130588	21996209	2199620900	6287589	2000574238	9.049134876	0.0439	0.1536	0.8025	0	0
SRX4552622	26084041	1320847	20533709	246447	0	0	0	0	0	0	0	0	0	3851032	130830	1176	5.063812773	26084041	25837594	99.06	246447	0.94	SRX4552622_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26084041	0	20-100	52	4.840576278	91.38052574	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	26101542	13604269	26101542	2610154200	10497272	2392100421	8.354057358	0.0108	0.2443	0.7449	0	0
SRX4552623	63647067	2852549	51044639	646835	0	0	0	0	0	0	0	0	0	8812945	287609	2490	4.481823177	63647067	63000232	98.98	646835	1.02	SRX4552623_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	63647067	0	20-100	52	3.213584876	92.2381195	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	63690432	31218222	63690432	6369043200	19211638	5890137469	7.519272769	0.0092	0.229	0.7618	0	0
SRX4552624	44573858	1081216	30887428	7548096	0	0	0	0	0	0	0	0	0	4941070	115131	917	2.425672913	44573858	37025762	83.07	7548096	16.93	SRX4552624_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44573858	0	20-100	51	3.407353423	89.92275818	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	44614433	24321186	44614433	4461443300	193382863	4022808807	9.831672477	0.0077	0.223	0.7694	0	0
SRX5659920	4560405	1393387	78503	239615	0	0	0	0	39670	0	0	0	0	2727406	72344	9480	30.55401878	4560405	4320790	94.75	239615	5.25	SRX5659920_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4560405	0	20-151	55	17.11690549	149.3327702	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	4652741	1401902	4652741	702563891	531912	684021421	2.639257474	0	0	0.2062	0.0143	0.7795
SRX5659925	5530418	974049	2285126	519367	0	0	0	0	127749	0	0	0	0	1567782	49759	6586	17.61257467	5530418	5011051	90.61	519367	9.39	SRX5659925_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5530418	0	20-151	53	14.39910622	148.7972104	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	5661539	1749551	5661539	854892389	485194	837065766	2.085247597	0	0	0.5854	0.009	0.4056
SRX5704140	12958652	7693482	11962	1100912	0	0	0	0	146731	0	0	0	0	3414923	546557	44085	59.36946219	12958652	11857740	91.5	1100912	8.5	SRX5704140_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12958652	0	20-151	55	16.94837602	145.6411724	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	12990167	4992269	12990167	1961515217	20997261	1875171940	4.401866284	0	0	0.3106	0.0145	0.6749
SRX5704141	15101952	8056946	7469	1331820	0	0	0	0	166079	0	0	0	0	4882177	609948	47513	53.3503616	15101952	13770132	91.18	1331820	8.82	SRX5704141_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15101952	0	20-151	54	18.11719235	144.2444857	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	15149697	5506870	15149697	2287604247	6820969	2196633050	3.976701701	0	0	0.2906	0.014	0.6954
SRX5704142	14817662	7988394	9613	1324058	0	0	0	0	168032	0	0	0	0	4692912	583894	50759	53.91129856	14817662	13493604	91.06	1324058	8.94	SRX5704142_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14817662	0	20-151	54	18.10323315	145.115193	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	14881648	5486455	14881648	2247128848	27829519	2149547419	4.342493715	0	0	0.287	0.014	0.699
SRX5704143	14669102	8520368	17388	1219538	0	0	0	0	160438	0	0	0	0	4147594	554502	49274	58.08377364	14669102	13449564	91.69	1219538	8.31	SRX5704143_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14669102	0	20-151	55	17.59617735	144.56516	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	14710625	5286866	14710625	2221304375	6201330	2137557777	3.770154101	0	0	0.2918	0.011	0.6972
SRX5704144	10285259	5676934	19028	963264	0	0	0	0	142390	0	0	0	0	3099182	343946	40515	55.19485703	10285259	9321995	90.63	963264	9.37	SRX5704144_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10285259	0	20-151	55	18.87130606	144.623247	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	10321040	3577735	10321040	1558477040	4987101	1501573143	3.651250262	0	0	0.2744	0.0103	0.7153
SRX5704145	14536392	8082290	30354	1292428	0	0	0	0	172141	0	0	0	0	4303933	608417	46829	55.60038557	14536392	13243964	91.11	1292428	8.89	SRX5704145_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14536392	0	20-151	55	16.98867163	145.345321	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	14600186	5590856	14600186	2204628086	28479313	2098755205	4.802301199	0	0	0.3044	0.0157	0.6799
SRX5704146	12804780	6715362	14372	1137938	0	0	0	0	152243	0	0	0	0	4242854	500288	41723	52.444181	12804780	11666842	91.11	1137938	8.89	SRX5704146_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12804780	0	20-151	55	16.33764617	145.8685262	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	12835726	4487453	12835726	1938194626	5322228	1871159600	3.458632332	0	0	0.2959	0.015	0.6891
SRX5704147	9224008	5070503	14922	1206939	0	0	0	0	482390	0	0	0	0	2035651	361653	51950	54.97071338	9224008	8017069	86.92	1206939	13.08	SRX5704147_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9224008	0	20-151	55	26.32713852	139.4415337	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	9270993	3955112	9270993	1399919943	7082462	1307359778	6.611818445	0	0	0.3235	0.0158	0.6607
SRX5704148	16034860	8786665	11948	1167071	0	0	0	0	146461	0	0	0	0	5233485	646169	43061	54.79726671	16034860	14867789	92.72	1167071	7.28	SRX5704148_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16034860	0	20-151	55	17.07162848	144.1282298	pass	pass	0	pass	fail	fail	pass	warn	fail	fail	pass	16072676	6220566	16072676	2426974076	25258399	2310158735	4.813209261	0	0	0.2941	0.0146	0.6913
SRX5704149	12940212	7594469	10201	908932	0	0	0	0	120190	0	0	0	0	3714940	556600	34880	58.68890711	12940212	12031280	92.98	908932	7.02	SRX5704149_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12940212	0	20-151	55	16.65758671	143.0925849	pass	pass	0	pass	fail	fail	pass	warn	fail	warn	pass	12970041	5371031	12970041	1958476191	6170435	1854367790	5.315785889	0	0	0.2943	0.0136	0.692
